60,220,1
 1.031131864E+00 1.015903950E+00 1.015794873E+00 7.290384769E+00 1.375038910E+01
 2.577473640E+01 5.601986313E+01 2.581590891E+00 9.332656250E+02 2.784176331E+02
 3.904214172E+02 8.447951508E+01 5.773812256E+02 2.160943604E+02 4.709803772E+02
 1.736670990E+02 1.156703949E+02 1.961623383E+02 3.733591309E+02 5.638982391E+01
 9.594736481E+01 3.158350563E+01 2.366714668E+01 1.506338959E+02 1.354484100E+02
 2.680563164E+01 1.383033085E+01 5.906305695E+01 1.053145647E+00 1.151770353E+00
 1.057825685E+00 1.047766685E+00 1.089931488E+00 1.068711638E+00 1.044417500E+00
 1.022043824E+00 1.050345421E+00 1.038649082E+00 1.005631447E+00 1.017087340E+00
 1.051740289E+00 1.226717830E+00 1.094570994E+00 1.039697528E+00 2.617057800E+02
 2.953839111E+02 2.135675964E+02 3.129508400E+01 3.681352997E+01 1.436750946E+02
 1.816368103E+02 9.525961876E+00 2.477413750E+01 7.523844147E+01 3.371024323E+01
 1.839587402E+01 5.691677094E+01 6.918054199E+01 5.015744781E+01 8.598136139E+01
 1.055287957E+00 1.052028298E+00 1.039693475E+00 1.025058031E+00 1.726753616E+01
 1.923568916E+01 8.422254181E+01 1.119751953E+03 3.400279541E+02 2.471957397E+02
 3.977662048E+02 1.439185791E+02 8.176071777E+02 3.391875305E+02 1.867117920E+02
 2.143915253E+02 1.908718719E+02 1.859323578E+02 1.453904266E+02 3.564505005E+01
 3.449666214E+01 1.366089725E+01 2.099586487E+01 1.909648590E+02 1.299219818E+02
 3.355760956E+01 1.529488468E+01 5.045061874E+01 1.143254638E+00 1.163987637E+00
 1.128212690E+00 1.060508966E+00 1.023289680E+00 1.111419320E+00 1.186668277E+00
 1.012181282E+00 1.028437138E+00 1.016299844E+00 1.006078362E+00 1.008406162E+00
 1.057694197E+00 1.048457146E+00 1.035805464E+00 1.016249895E+00 2.172467346E+02
 1.629851685E+02 2.703540993E+01 7.230023193E+01 9.865909576E+01 1.165948029E+02
 1.243500290E+02 1.596334991E+02 3.198991394E+01 3.359010696E+01 1.304009094E+02
 1.823488998E+01 7.025693512E+01 1.392760315E+02 8.426454163E+01 1.476272125E+02
 1.031802297E+00 1.047731757E+00 1.103541136E+00 1.398201704E+00 1.245350957E+00
 1.116067886E+00 2.337927628E+01 1.010153580E+02 3.053829041E+02 9.607035828E+01
 2.843635254E+02 1.160238571E+02 5.003979187E+02 3.252634277E+02 7.359360504E+01
 3.097999878E+02 2.882101440E+02 1.714553070E+02 7.077587891E+01 3.758575439E+01
 4.397661591E+01 1.214045048E+01 2.452571106E+01 6.116234589E+01 1.189665680E+02
 1.460450363E+01 1.326193810E+01 3.638157654E+01 1.315137982E+00 1.090764880E+00
 1.096129417E+00 1.062520742E+00 1.042012811E+00 1.077814221E+00 1.117989659E+00
 1.189500570E+00 1.077465773E+00 1.121196389E+00 1.020598412E+00 1.060276985E+00
 1.128478646E+00 1.042668223E+00 1.017291307E+00 1.026709795E+00 1.242875366E+02
 1.893380280E+02 4.451226044E+01 1.274537125E+02 1.704504242E+02 7.170928955E+01
 1.550844574E+02 1.199089661E+02 2.451171303E+01 4.602196121E+01 7.162129974E+01
 2.014939880E+01 2.125272064E+02 1.167887802E+02 7.344461823E+01 9.774868774E+01
 1.096766353E+00 1.013844132E+00 1.081970334E+00 1.093223214E+00 1.317094803E+00
 1.066804290E+00 1.233481646E+00 1.033790112E+00 4.304100800E+01 1.498139801E+02
 3.559463806E+02 1.670977478E+02 5.906048584E+02 4.809613647E+02 5.091117477E+01
 3.407398682E+02 3.463608398E+02 1.161318512E+02 3.338662338E+01 3.847631836E+01
 3.298006439E+01 1.566054726E+01 1.652481079E+01 3.242452240E+01 4.010045242E+01
 2.575103951E+01 1.476643753E+01 2.714649773E+01 1.072272301E+00 1.035572886E+00
 1.038755655E+00 1.114442110E+00 1.077284217E+00 1.187673688E+00 1.114812970E+00
 1.090126038E+00 1.065087438E+00 1.183770657E+00 1.139425516E+00 1.228644133E+00
 1.100804925E+00 1.071067929E+00 1.059302568E+00 1.016458869E+00 2.690437317E+01
 1.405279083E+02 5.025418854E+01 8.372959137E+01 1.038255768E+02 4.305556107E+01
 6.419604492E+01 7.329862976E+01 7.155030823E+01 4.322179031E+01 5.036157608E+01
 1.576863670E+01 1.634837914E+01 1.699996376E+01 3.344602203E+01 9.639732361E+01
 1.120489955E+00 1.021425843E+00 1.134528041E+00 1.088677168E+00 1.142281771E+00
 1.155707955E+00 1.050581455E+00 1.012716174E+00 3.376968765E+01 9.700076294E+01
 5.292560425E+02 2.265463104E+02 2.852469177E+02 4.430731506E+02 7.296566772E+01
 1.103009338E+02 1.781136627E+02 1.128261795E+02 9.205525970E+01 3.781928253E+01
 7.245389462E+00 1.261795139E+01 1.323234081E+01 6.126983643E+01 4.450946426E+01
 3.092527008E+01 3.267814636E+01 2.977728462E+01 1.037235947E+02 1.050149441E+00
 1.016904354E+00 1.112355709E+00 1.170227528E+00 1.076185346E+00 1.017773747E+00
 1.020180941E+00 1.205531478E+00 1.155528426E+00 1.526661277E+00 1.035909414E+00
 1.061179876E+00 1.030557394E+00 1.077883720E+00 1.034836531E+00 1.052756667E+00
 8.167479706E+01 5.511645126E+01 1.456079102E+02 6.244771957E+01 1.035156097E+02
 2.426172028E+02 4.424943924E+01 2.024798965E+01 2.567644691E+01 1.834412956E+01
 1.171779251E+01 1.121732483E+02 1.712308350E+02 1.872984123E+01 1.923447266E+02
 1.085880876E+00 1.120573997E+00 1.108635187E+00 1.054880023E+00 1.249962449E+00
 1.200779915E+00 1.065593958E+00 2.330713272E+01 2.579403305E+01 1.035596085E+02
 5.647581482E+01 1.167797852E+02 3.000034485E+02 1.219317703E+02 6.476799011E+01
 1.298279724E+02 1.517112885E+02 1.330581512E+02 1.038810730E+02 4.738815613E+02
 2.044245148E+02 1.776328659E+01 4.538077545E+01 7.066739655E+01 2.262969971E+01
 1.674913979E+01 2.648776436E+01 3.604305649E+01 5.935402679E+01 1.005305529E+00
 1.009566069E+00 1.054552078E+00 1.068810582E+00 1.113922119E+00 1.040763974E+00
 1.072009802E+00 1.206543803E+00 1.198573112E+00 1.293006182E+00 1.053374171E+00
 1.010438919E+00 1.030017495E+00 1.220470905E+00 1.020230532E+00 1.054795027E+00
 1.101882339E+00 4.176626892E+02 1.010888519E+02 9.371959686E+01 7.087387848E+01
 2.179351654E+02 5.897456360E+01 2.299266434E+01 3.023978996E+01 2.018674469E+01
 8.997764587E+00 7.212075043E+01 1.372072449E+02 6.385807800E+01 1.879891663E+02
 1.180627942E+00 1.113967657E+00 1.171830773E+00 1.287065268E+00 1.346468806E+00
 1.090209484E+00 7.391424656E+00 1.213759995E+01 3.703271103E+01 1.476137085E+02
 3.556725693E+01 7.343812561E+01 9.352461243E+01 3.381598282E+01 1.147529907E+02
 3.583652878E+01 5.710825348E+01 8.295317078E+01 5.625333786E+01 2.796819763E+02
 2.081821442E+02 2.345761871E+01 4.600176239E+01 1.102864380E+02 1.732998085E+01
 1.685837746E+01 1.500881290E+01 4.231933212E+01 4.241547012E+01 1.137899160E+00
 1.077987194E+00 1.120054007E+00 1.131029367E+00 1.038711071E+00 1.033324122E+00
 1.089005113E+00 1.111331344E+00 1.151761293E+00 1.462755680E+00 1.066140890E+00
